Geneid,Chr,Start,End,Strand,Length,adult_PAR_01,adult_PAR_02,adult_PAR_03,adult_PAR_04,adult_SL_01,adult_SL_02,adult_SL_03,adult_SM_01,adult_SM_02,adult_SM_03,adult_SM_04,adult_SM_05,adult_SM_06
CAV3,NC_000003.12,8733802,8733990,+,1422,0,2,0,0,0,0,0,0,0,0,0,4,2
CAVIN1,NC_000017.11,42402449,42405388,-,5924,2146,1659,1692,2223,4414,2622,1627,1431,1092,1562,1643,1160,1417
CAVIN2,NC_000002.12,191834310,191836717,-,3054,572,448,484,380,585,444,246,148,268,293,230,172,125
CAVIN2-AS1,NC_000002.12,191846488,191846771,+,23227,12,10,11,23,28,16,7,19,4,22,30,12,6
CAVIN3,NC_000011.10,6318946,6319564,-,1028,28,37,24,34,182,64,37,27,18,21,38,41,30
CAVIN4,NC_000009.12,100576867,100576955,+,3187,5,11,3,3,21,5,8,2,6,11,0,5,8
CBARP,NC_000019.10,1228287,1230142,-,4663,22,13,13,26,28,10,8,23,20,18,24,2,14
CBARP-DT,NC_000019.10,1237928,1238226,+,456,0,0,0,0,0,0,2,0,0,0,0,0,0
CBFA2T2,NC_000020.11,33490096,33490301,+,7965,878,806,784,781,792,1123,610,927,773,875,992,532,580
CBFA2T3,NC_000016.10,88874858,88877275,-,6187,30,49,39,42,116,128,67,109,64,66,64,46,73
CBFB,NC_000016.10,67029149,67029485,+,3134,460,442,307,377,1102,1052,923,534,424,626,458,524,538
CBL,NC_000011.10,119206339,119206612,+,11168,476,423,343,519,1159,876,523,602,597,570,507,380,485
CBLB,NC_000003.12,105655461,105659229,-,9395,909,756,681,620,1284,861,801,1042,1086,1101,773,704,921
CBLC,NC_000019.10,44777869,44778284,+,1890,228,148,167,197,145,212,211,247,178,183,221,119,184
CBLIF,NC_000011.10,59829273,59829545,-,1511,2,4,0,4,7,2,2,1,0,0,0,2,0
CBLL1,NC_000007.14,107744142,107744176,+,6282,386,423,356,342,412,469,309,356,316,446,356,332,486
CBLL1-AS1,NC_000007.14,107742753,107743403,-,1214,10,28,11,21,24,16,25,3,24,33,10,16,27
CBLL2,NC_000023.11,22272913,22274461,+,1549,0,4,2,6,8,4,0,0,0,2,0,0,5
CBLN1,NC_000016.10,49277917,49279601,-,2442,16,18,5,25,8,14,4,14,10,2,8,12,4
CBLN2,NC_000018.10,72536681,72538373,-,3804,3,0,0,10,0,2,0,0,0,2,0,0,0
CBLN3,NC_000014.9,24426545,24427986,-,2476,16,18,31,26,31,24,9,58,12,19,18,17,18
CBLN4,NC_000020.11,55997357,55998754,-,3154,0,6,0,4,4,2,0,4,0,6,4,2,0
CBR1,NC_000021.9,36070024,36070404,+,1839,382,296,302,227,323,482,658,358,340,333,456,293,331
CBR1-AS1,NC_000021.9,36069642,36070485,-,1221,22,12,13,25,149,50,31,40,22,20,20,25,98
CBR3,NC_000021.9,36135079,36135481,+,1219,376,368,328,286,304,761,503,535,303,283,570,216,432
CBR3-AS1,NC_000021.9,36131767,36133074,-,2126,304,415,351,289,487,671,359,632,327,280,538,223,359
CBR4,NC_000004.12,168894486,168894765,-,4200,386,553,342,373,780,780,595,557,479,500,587,525,469
CBR4-DT,NC_000004.12,169010429,169010456,+,305,0,2,0,0,0,0,4,2,0,4,0,0,0
CBS,NC_000021.9,43053191,43053983,-,6088,180,188,137,161,66,25,97,82,53,7,106,26,84
CBSLR,NC_000001.11,185317452,185318277,+,7214,17,18,10,33,33,33,38,35,15,18,19,22,21
CBX1,NC_000017.11,48070059,48071579,-,2614,352,414,341,343,419,485,334,353,342,387,340,312,272
CBX2,NC_000017.11,79777311,79777385,+,5434,4,10,10,27,45,25,4,19,14,6,2,11,20
CBX3,NC_000007.14,26201443,26201561,+,2963,684,660,563,600,1217,1089,849,779,696,720,733,733,701
CBX3P2,NC_000018.10,2652170,2653302,-,1429,8,9,7,2,11,3,12,8,2,12,10,20,4
CBX4,NC_000017.11,79833156,79835395,-,2879,539,393,270,374,329,442,356,287,277,225,288,264,172
CBX5,NC_000012.12,54230942,54241905,-,11863,3257,3463,2038,3270,4119,4376,2948,2945,2611,3307,3660,2580,2489
CBX6,NC_000022.11,38861422,38867147,-,6052,1478,1849,1520,1212,1485,1695,731,1725,1246,1534,1816,930,1417
CBX7,NC_000022.11,39130772,39134045,-,4111,1594,1275,1124,1131,506,775,300,1121,1030,851,1148,620,893
CBX8,NC_000017.11,79792132,79795558,-,3752,64,42,49,64,84,86,63,58,32,68,45,53,55
CBY1,NC_000022.11,38656638,38656750,+,1286,263,256,287,245,184,280,167,240,248,242,320,218,293
CBY2,NC_000013.11,45702320,45702465,+,1736,1,0,0,4,11,5,14,11,6,0,0,0,1
CBY3,NC_000005.10,179678560,179679265,-,868,0,2,0,0,0,0,0,0,0,0,0,0,0
CBY3_1,NW_016107298.1,444251,444956,-,868,0,0,0,1,0,0,0,0,0,2,0,0,0
CC2D1A,NC_000019.10,13906201,13906501,+,3760,0,0,0,0,0,1,0,0,0,0,2,0,0
CC2D1A_1,NW_021160022.1,118042,118342,+,3760,109,152,145,171,106,100,44,175,99,171,57,39,80
CC2D1B,NC_000001.11,52350597,52353647,-,5650,981,1040,818,900,728,924,631,936,671,781,759,579,713
CC2D2A,NC_000004.12,15469865,15470057,+,6469,341,248,310,313,526,629,375,453,297,356,528,253,367
CC2D2B,NC_000010.11,95907671,95907761,+,9346,177,186,124,104,139,205,112,182,169,89,159,148,130
CCAR1,NC_000010.11,68721239,68721282,+,4664,841,938,908,705,1307,1298,1050,1108,833,992,892,730,785
CCAR2,NC_000008.11,22604757,22604842,+,5105,1242,1281,966,1115,1167,1209,799,1284,839,1181,1068,725,920
CCAT1,NC_000008.11,127207382,127209717,-,2795,80,81,74,111,127,145,163,98,100,73,148,94,105
CCAT2,NC_000008.11,127400399,127402150,+,1752,42,57,34,50,29,66,31,36,61,31,66,35,39
CCBE1,NC_000018.10,59430939,59436141,-,6680,66,27,11,35,31,12,4,48,27,52,88,13,44
CCDC102A,NC_000016.10,57512181,57512870,-,2489,120,153,105,106,118,96,59,165,143,102,111,109,121
CCDC102B,NC_000018.10,68715216,68715356,+,3941,38,24,24,40,312,52,27,87,54,50,56,73,58
CCDC103,NC_000017.11,44899729,44899829,+,3493,21,14,12,8,5,19,4,8,25,15,18,14,20
CCDC106,NC_000019.10,55647400,55647576,+,2894,155,134,74,110,64,83,58,120,112,65,95,74,67
CCDC107,NC_000009.12,35658292,35658485,+,1264,55,71,58,50,60,42,43,77,66,84,43,31,60
CCDC110,NC_000004.12,185445182,185445542,-,4360,181,188,180,224,171,310,296,131,256,156,192,165,117
CCDC112,NC_000005.10,115267190,115267918,-,4160,223,271,218,194,218,270,262,178,190,189,193,212,165
CCDC115,NC_000002.12,130337933,130339232,-,2489,431,428,363,361,247,316,289,314,413,374,440,365,349
CCDC116,NC_000022.11,21632760,21632827,+,2908,13,13,0,4,17,13,0,10,2,12,4,5,6
CCDC117,NC_000022.11,28772695,28773034,+,4057,882,1016,913,793,963,1132,1075,907,902,969,896,806,1081
CCDC12,NC_000003.12,46921730,46922139,-,1151,229,310,208,211,244,311,267,247,181,248,248,214,231
CCDC120,NC_000023.11,49053572,49053877,+,4276,0,0,2,0,0,4,0,2,0,2,0,0,0
CCDC120_1,NW_025791820.1,212407,212712,+,4392,48,28,44,24,28,38,12,42,32,10,17,10,19
CCDC121,NC_000002.12,27625638,27627917,-,2897,89,102,86,111,97,134,98,118,93,119,132,80,85
CCDC122,NC_000013.11,43819018,43824011,-,8299,96,128,88,134,113,121,107,144,129,117,109,92,79
CCDC124,NC_000019.10,17933015,17933048,+,1083,168,193,120,147,116,89,49,218,121,133,138,96,125
CCDC125,NC_000005.10,69273039,69273479,-,6386,42,39,27,51,82,188,63,43,40,59,32,36,32
CCDC125_1,NW_003315917.2,63350,66210,-,5589,38,39,28,10,26,12,135,4,36,13,35,30,49
CCDC126,NC_000007.14,23597382,23597605,+,2664,118,168,104,152,189,206,147,78,151,164,115,141,144
CCDC127,NC_000005.10,196868,205958,-,9283,253,280,238,263,316,428,306,258,220,310,269,250,256
CCDC13,NC_000003.12,42704118,42708296,-,9120,68,49,49,32,49,57,30,10,17,15,53,34,8
CCDC13-AS1,NC_000003.12,42732575,42732658,+,554,2,2,5,2,9,4,2,2,0,1,9,7,0
CCDC13-AS2,NC_000003.12,42770612,42771077,+,897,0,0,0,2,0,0,0,4,0,4,0,0,3
CCDC134,NC_000022.11,41800679,41800766,+,7213,231,227,230,322,401,650,342,340,301,295,280,219,281
CCDC136,NC_000007.14,128790761,128790976,+,6810,56,47,75,55,74,97,48,85,51,50,44,59,44
CCDC137,NC_000017.11,81666737,81666900,+,2202,103,120,99,121,154,156,94,165,110,109,134,67,187
CCDC138,NC_000002.12,108786750,108786804,+,7052,120,109,127,107,178,143,157,130,103,347,92,137,113
CCDC14,NC_000003.12,123885176,123885785,-,16938,1811,2043,1707,1896,2668,2754,2209,1897,2201,2287,1998,1999,1658
CCDC140,NC_000002.12,222298147,222298373,+,1699,0,0,0,0,2,0,0,0,0,0,0,0,0
CCDC141,NC_000002.12,178814978,178815102,-,18005,289,62,80,64,109,62,48,116,30,106,43,34,103
CCDC142,NC_000002.12,74472832,74474802,-,4128,302,373,280,415,309,425,291,392,333,381,361,273,336
CCDC144A,NC_000017.11,16666717,16667204,+,13481,15,385,309,18,923,4,445,493,232,36,560,20,27
CCDC144BP,NC_000017.11,18537800,18542187,-,8697,503,441,297,435,1057,615,1129,476,428,326,782,453,19
CCDC144CP,NC_000017.11,20321174,20321660,+,4204,11,13,9,10,56,38,19,48,7,22,19,24,24
CCDC144NL,NC_000017.11,20863395,20865509,-,2829,2,2,0,2,2,2,0,8,0,1,0,0,3
CCDC144NL-AS1,NC_000017.11,20868527,20868685,+,4857,8,6,0,2,2,4,6,6,0,2,0,0,2
CCDC146,NC_000007.14,77122615,77122732,+,4167,253,184,173,238,427,446,184,342,262,218,247,273,339
CCDC148,NC_000002.12,158171073,158172259,-,3263,79,50,55,56,106,126,57,45,63,66,67,95,80
CCDC148-AS1,NC_000002.12,158166650,158166723,+,795,1,2,0,1,9,1,4,0,0,0,6,0,8
CCDC149,NC_000004.12,24803514,24808819,-,6979,1139,1099,870,1037,882,979,1139,931,830,835,706,565,794
CCDC15,NC_000011.10,124954202,124954370,+,16351,143,137,199,175,4513,5558,5139,275,222,131,176,144,142
CCDC15-DT,NC_000011.10,124949192,124950559,-,2709,4,8,18,17,12,9,7,16,6,9,16,2,6
CCDC150,NC_000002.12,196639715,196639778,+,5282,2,0,6,7,34,6,2,10,4,7,12,10,12
CCDC152,NC_000005.10,42756818,42757286,+,3894,25,39,28,40,38,24,19,35,27,50,34,39,24
CCDC154,NC_000016.10,1434383,1434534,-,2263,12,19,18,28,70,127,51,35,21,31,22,15,22
CCDC157,NC_000022.11,30356624,30357132,+,5954,35,11,32,56,33,50,24,37,33,30,61,37,37
CCDC158,NC_000004.12,76313039,76313246,-,4999,61,70,61,48,55,29,51,89,74,57,51,49,61
CCDC159,NC_000019.10,11346519,11346624,+,1599,153,160,117,156,183,223,168,187,167,140,130,114,119
CCDC160,NC_000023.11,134237182,134237343,+,2319,124,154,144,129,170,243,198,202,286,196,224,203,189
CCDC162P,NC_000006.12,109165831,109165885,+,6540,63,356,81,94,285,458,577,180,379,357,224,279,146
CCDC163,NC_000001.11,45493866,45495166,-,2223,41,153,49,69,46,41,43,105,109,53,87,67,42
CCDC166,NC_000008.11,143706694,143707569,-,1320,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC166_1,NT_187571.1,183741,184616,-,1320,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC167,NC_000006.12,37482938,37483289,-,572,46,71,59,62,111,68,141,112,98,91,54,60,45
CCDC168,NC_000013.11,102729367,102749399,-,21470,13,15,9,27,3,11,2,5,8,6,0,0,12
CCDC169,NC_000013.11,36222004,36227381,-,6536,0,8,3,13,8,8,6,0,2,4,4,10,8
CCDC169-SOHLH2,NC_000013.11,36168217,36169054,-,2600,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC17,NC_000001.11,45620044,45620433,-,2607,190,234,190,125,92,135,57,232,134,149,308,94,167
CCDC170,NC_000006.12,151494017,151494185,+,5492,9,18,13,21,52,29,8,8,8,31,20,31,10
CCDC171,NC_000009.12,15552885,15552960,+,33971,234,265,242,262,309,231,222,239,176,287,297,274,313
CCDC172,NC_000010.11,116324448,116324613,+,3568,0,0,0,2,0,0,0,0,0,0,0,0,0
CCDC174,NC_000003.12,14651762,14651878,+,2969,320,425,382,319,268,308,277,299,305,283,390,277,301
CCDC175,NC_000014.9,59505067,59505315,-,4282,3,2,1,10,37,32,12,2,0,0,3,0,0
CCDC177,NC_000014.9,69569799,69573650,-,4182,2,0,0,2,0,2,0,0,1,0,0,0,4
CCDC178,NC_000018.10,32937406,32938091,-,4587,8,2,7,7,4,2,0,2,4,0,2,3,7
CCDC179,NC_000011.10,22846922,22847521,-,987,1,0,0,0,2,5,2,6,4,4,1,2,10
CCDC18,NC_000001.11,93179913,93179988,+,12896,187,209,158,224,299,290,174,283,157,214,241,219,159
CCDC18-AS1,NC_000001.11,93310109,93311608,-,4033,402,364,303,530,454,703,371,580,410,476,380,512,377
CCDC180,NC_000009.12,97307337,97307551,+,7491,9,14,7,24,5,11,10,19,8,9,18,9,6
CCDC181,NC_000001.11,169394870,169395206,-,2712,29,57,44,33,41,64,34,39,45,46,66,64,9
CCDC182,NC_000017.11,57744495,57745299,-,805,0,4,0,0,0,0,0,0,0,0,0,0,0
CCDC183,NC_000009.12,136796338,136796467,+,1716,131,113,103,161,55,99,75,67,106,79,96,62,62
CCDC183-AS1,NC_000009.12,136803927,136805584,-,2386,99,74,98,94,39,109,47,72,57,71,72,57,71
CCDC184,NC_000012.12,48183644,48185926,+,2283,8,8,0,4,8,7,2,0,3,4,0,2,2
CCDC185,NC_000001.11,223393415,223395465,+,2051,0,2,2,2,0,0,0,0,0,0,0,0,0
CCDC186,NC_000010.11,114120862,114125226,-,9431,1599,1764,1255,1165,2177,2478,2077,1737,1596,1772,1540,1339,1738
CCDC187,NC_000009.12,136249973,136255134,-,11864,2,4,0,2,2,4,6,6,0,2,8,0,7
CCDC188,NC_000022.11,20148416,20148800,-,1650,37,25,20,29,22,32,5,16,14,16,16,9,4
CCDC190,NC_000001.11,162851020,162855359,-,5015,0,0,0,10,1,0,0,0,0,1,0,4,0
CCDC191,NC_000003.12,113964137,113965359,-,11879,268,288,298,313,429,557,418,411,358,393,368,398,287
CCDC192,NC_000005.10,127702216,127702300,+,6848,42,10,23,75,10,22,11,35,6,36,29,13,8
CCDC194,NC_000019.10,17387196,17389258,-,4056,4,4,4,16,2,0,0,14,10,7,15,16,8
CCDC195,NC_000002.12,224703764,224703887,-,606,2,0,0,0,0,0,0,0,0,0,0,0,0
CCDC196,NC_000014.9,66486371,66486552,+,1450,71,75,84,39,21,45,14,47,36,41,61,32,36
CCDC197,NC_000014.9,93987225,93987396,+,3838,0,0,0,0,0,0,1,0,0,0,0,0,0
CCDC197_1,NT_187601.1,1101787,1101958,+,3839,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC198,NC_000014.9,57469300,57471590,-,3538,14,19,5,15,6,18,4,8,4,8,2,9,7
CCDC200,NC_000017.11,43221417,43221597,-,1055,27,42,37,48,87,88,27,49,3,29,37,24,35
CCDC201,NC_000007.14,45859994,45863171,-,4198,4,0,0,10,2,0,4,0,0,0,0,0,2
CCDC22,NC_000023.11,49235470,49235686,+,2310,322,361,277,269,293,295,312,299,243,252,244,187,250
CCDC24,NC_000001.11,43991599,43991746,+,1532,148,123,135,147,141,216,112,179,171,132,175,133,148
CCDC25,NC_000008.11,27733316,27736245,-,3687,495,431,423,349,464,468,419,341,499,430,404,353,323
CCDC26,NC_000008.11,129351694,129352980,-,2026,0,2,0,0,0,4,0,2,0,7,3,1,0
CCDC27,NC_000001.11,3752450,3752799,+,2125,6,6,2,8,4,9,0,10,3,1,7,0,2
CCDC28A,NC_000006.12,138773769,138773902,+,2063,465,530,544,348,277,340,402,421,709,449,517,574,516
CCDC28A-AS1,NC_000006.12,138725215,138726289,-,3040,16,7,16,19,16,41,10,35,29,11,15,4,13
CCDC28B,NC_000001.11,32196011,32202099,+,7240,200,225,175,183,114,179,68,209,128,168,205,106,145
CCDC3,NC_000010.11,12896625,12898679,-,4036,243,83,84,132,139,44,23,82,28,77,84,25,45
CCDC30,NC_000001.11,42456107,42456499,+,8820,80,105,82,55,120,91,82,95,85,107,58,92,118
CCDC32,NC_000015.10,40520993,40521175,-,4534,228,434,229,268,251,492,313,390,295,250,310,254,294
CCDC33,NC_000015.10,74202999,74203098,+,6030,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC33_1,NW_021160016.1,45917,46850,+,6204,0,0,0,4,0,0,0,0,0,0,0,0,1
CCDC34,NC_000011.10,27338512,27339035,-,2915,25,29,21,20,53,45,16,24,34,29,25,26,25
CCDC38,NC_000012.12,95867048,95867189,-,3067,4,9,13,9,10,11,5,3,6,15,12,4,24
CCDC39,NC_000003.12,180614008,180615077,-,3848,103,129,78,101,109,137,75,116,60,80,116,84,87
CCDC39-AS1,NC_000003.12,180680081,180680190,+,289,4,2,0,0,0,2,0,0,0,1,0,0,4
CCDC40,NC_000017.11,80036642,80036691,+,6891,0,3,5,4,10,15,4,0,2,13,4,0,2
CCDC40_1,NW_025791802.1,59553,59602,+,6891,0,4,0,1,0,3,0,5,0,6,2,0,2
CCDC42,NC_000017.11,8729935,8730207,-,1373,0,2,0,0,0,0,0,2,0,0,1,0,0
CCDC43,NC_000017.11,44677440,44679043,-,2114,220,205,205,188,248,231,207,202,177,237,213,236,197
CCDC47,NC_000017.11,63745255,63746961,-,3918,1710,1768,1490,1255,1854,2165,1749,1708,1727,1805,1835,1369,1665
CCDC50,NC_000003.12,191329394,191329723,+,8679,2121,2475,2004,1752,1956,2418,1581,1828,1803,1767,1928,1671,1593
CCDC51,NC_000003.12,48432173,48433166,-,4421,131,133,85,141,127,104,103,119,97,145,117,74,137
CCDC54,NC_000003.12,107377439,107378635,+,1197,11,0,4,6,4,4,2,2,1,2,5,0,4
CCDC54-AS1,NC_000003.12,107380476,107380708,-,470,7,4,3,6,4,0,5,2,4,0,2,2,6
CCDC57,NC_000017.11,82101470,82101866,-,13887,1075,1103,903,1022,1164,1312,609,1580,833,944,1145,694,1103
CCDC59,NC_000012.12,82352303,82353312,-,1712,254,261,269,216,194,196,181,185,229,237,238,171,217
CCDC6,NC_000010.11,59788747,59793111,-,5727,5006,4933,4297,2883,2743,3062,1758,4095,5002,3729,4059,3467,4233
CCDC60,NC_000012.12,119334729,119335266,+,2713,12,22,10,34,67,113,117,32,33,30,31,25,67
CCDC61,NC_000019.10,45995467,45995504,+,1817,100,67,91,97,87,127,91,125,61,79,97,70,100
CCDC62,NC_000012.12,122774572,122774706,+,3346,18,10,13,18,8,13,15,14,14,10,8,17,7
CCDC63,NC_000012.12,110844486,110844712,+,2907,0,0,0,8,0,0,0,0,0,0,0,0,0
CCDC65,NC_000012.12,48904133,48904446,+,1792,34,28,18,33,46,39,17,28,31,40,19,12,34
CCDC66,NC_000003.12,56557156,56557253,+,3833,362,445,381,364,583,484,466,431,475,470,457,438,450
CCDC68,NC_000018.10,54901509,54904415,-,5942,209,377,252,177,107,166,99,194,164,157,100,155,187
CCDC69,NC_000005.10,151181052,151183614,-,3398,380,316,233,348,439,440,291,353,320,258,241,208,235
CCDC7,NC_000010.11,32443324,32443442,+,16544,435,427,334,407,747,322,527,550,354,516,304,517,420
CCDC70,NC_000013.11,51861969,51862229,+,1251,0,4,0,0,4,1,0,0,1,5,1,0,4
CCDC71,NC_000003.12,49162535,49164260,-,1791,253,226,149,206,224,273,232,202,185,203,241,125,134
CCDC71L,NC_000007.14,106654360,106661158,-,6799,629,747,375,584,798,795,639,425,468,517,517,385,1001
CCDC73,NC_000011.10,32602721,32603020,-,4382,0,8,2,17,1,4,6,5,1,5,4,15,0
CCDC74A,NC_000002.12,131522592,131522746,+,2895,24,34,23,52,48,23,11,33,16,21,24,9,13
CCDC74B,NC_000002.12,130139287,130139690,-,2555,2,5,2,8,0,2,0,0,0,5,1,0,4
CCDC74B_1,NW_025791762.1,315847,316250,-,2555,2,6,0,5,0,2,0,1,0,0,2,2,0
CCDC77,NC_000012.12,389347,389486,+,2440,90,82,111,91,155,117,88,100,83,102,125,83,86
CCDC78,NC_000016.10,722582,722789,-,2903,73,110,82,87,22,46,15,92,55,54,71,60,73
CCDC8,NC_000019.10,46410329,46413564,-,3236,222,311,221,324,251,277,168,196,135,142,176,167,175
CCDC80,NC_000003.12,112596797,112605763,-,12711,1215,730,1241,1532,5017,2259,474,1156,346,1049,1537,788,873
CCDC81,NC_000011.10,86374887,86375242,+,2627,4,13,8,19,18,11,11,17,7,9,7,17,0
CCDC82,NC_000011.10,96352773,96353714,-,14137,405,370,331,333,545,681,298,505,403,599,325,319,562
CCDC83,NC_000011.10,85855066,85855135,+,2372,4,2,23,6,2,2,0,19,21,6,2,3,6
CCDC85A,NC_000002.12,56183852,56184813,+,4353,178,343,144,105,86,62,60,63,55,52,67,61,72
CCDC85B,NC_000011.10,65890673,65891635,+,963,261,263,169,235,155,96,97,152,129,208,148,120,133
CCDC85C,NC_000014.9,99500190,99515335,-,19242,2806,2404,2002,1722,1316,1856,1124,1788,1441,1729,2102,1238,1902
CCDC86,NC_000011.10,60842113,60842882,+,1851,101,80,89,107,47,60,40,111,74,82,74,34,82
CCDC86-AS1,NC_000011.10,60841806,60841980,-,491,0,0,0,0,0,0,0,0,2,0,0,0,0
CCDC87,NC_000011.10,66590176,66593063,-,2888,2,14,2,14,10,19,14,26,15,12,24,2,16
CCDC88A,NC_000002.12,55287842,55291164,-,9751,819,1219,704,831,2002,1439,811,942,711,937,952,919,873
CCDC88B,NC_000011.10,64340204,64340326,+,4934,333,452,195,362,502,623,247,701,358,326,362,391,615
CCDC88C,NC_000014.9,91271323,91273653,-,8440,575,787,507,632,747,1076,577,1135,478,703,628,366,608
CCDC88C-DT,NC_000014.9,91418246,91418340,+,677,2,3,6,2,0,7,1,4,2,2,1,6,4
CCDC89,NC_000011.10,85683848,85686195,-,2348,4,0,6,10,15,24,7,8,4,10,10,4,8
CCDC9,NC_000019.10,47256525,47256609,+,4817,443,415,219,298,196,342,176,261,236,199,209,211,278
CCDC90B,NC_000011.10,83259081,83261966,-,4395,374,471,356,322,532,562,380,425,506,390,527,409,454
CCDC90B-AS1,NC_000011.10,83286120,83286547,+,5407,30,30,23,21,61,79,22,67,65,15,69,24,27
CCDC91,NC_000012.12,28190456,28190641,+,3648,343,484,334,322,495,580,437,493,387,473,453,402,398
CCDC92,NC_000012.12,123935626,123937830,-,22547,637,561,373,574,839,944,533,682,421,662,632,410,584
CCDC92B,NC_000017.11,2720801,2725000,-,4955,19,32,2,34,12,16,6,13,8,16,8,2,13
CCDC92_1,NT_187590.1,109170,111374,-,2673,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC93,NC_000002.12,117915481,117920396,-,9134,1089,1349,1059,1062,1252,1299,1046,1147,1240,1157,1225,944,1037
CCDC97,NC_000019.10,41310172,41310356,+,3868,617,514,467,540,374,361,219,515,365,386,328,193,357
CCDC9B,NC_000015.10,40331452,40335700,-,5299,287,330,312,347,510,733,107,910,456,381,423,298,773
CCDST,NC_000001.11,152189303,152189481,+,5303,7,6,17,4,20,15,10,20,12,8,10,26,7
CCEPR,NC_000010.11,59173963,59176464,-,2502,4,0,0,0,0,1,0,0,0,0,0,0,0
CCER1,NC_000012.12,90952215,90952919,-,2962,0,0,0,4,0,2,0,0,0,0,0,0,0
CCER2,NC_000019.10,38908980,38909325,-,1531,0,0,0,0,0,0,0,0,0,0,0,0,0
CCER2_1,NW_014040929.1,318652,318997,-,1998,0,0,6,2,0,0,0,2,0,0,0,0,1
CCHCR1,NC_000006.12,31142439,31142716,-,3263,1,32,36,2,0,2,28,54,44,2,34,27,4
CCHCR1_1,NT_113891.3,2624870,2625147,-,3167,5,0,0,0,0,2,4,0,4,2,0,0,2
CCHCR1_2,NT_167245.2,2401761,2402038,-,3167,2,4,0,18,8,14,2,0,0,0,12,0,9
CCHCR1_3,NT_167246.2,2452954,2453231,-,3095,0,0,0,1,2,0,0,2,0,0,0,0,6
CCHCR1_4,NT_167247.2,2486567,2486844,-,3095,4,2,2,6,8,2,2,2,0,4,2,6,0
CCHCR1_5,NT_167248.2,2400454,2400731,-,3118,0,2,11,1,2,0,1,0,0,14,0,2,5
CCIN,NC_000009.12,36169388,36171334,+,1947,0,0,0,0,9,3,0,0,0,0,0,4,0
CCK,NC_000003.12,42257826,42258231,-,1629,0,2,0,0,4,0,0,0,0,0,0,0,0
CCKAR,NC_000004.12,26481396,26482170,-,1746,0,0,0,4,23,16,17,0,12,0,2,6,1
CCKBR,NC_000011.10,6259838,6260079,+,2226,0,2,0,5,0,2,2,2,1,0,0,4,2
CCL1,NC_000017.11,34360328,34360661,-,594,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL11,NC_000017.11,34285742,34285884,+,1005,0,0,0,2,5,0,0,2,0,0,0,0,2
CCL13,NC_000017.11,34356480,34356602,+,823,3,6,0,0,22,4,0,1,6,0,2,0,6
CCL14,NC_000017.11,35983288,35983888,-,923,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL14_1,NT_187614.1,217852,218452,-,923,0,0,0,0,2,0,0,0,0,0,0,0,0
CCL15,NC_000017.11,35997582,35997860,-,588,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL15-CCL14,NC_000017.11,35983656,35983888,-,1464,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL15-CCL14_1,NT_187614.1,218220,218452,-,1471,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL15_1,NT_187614.1,232146,232424,-,588,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL16,NC_000017.11,35976499,35977731,-,1507,0,0,0,6,2,1,0,0,0,0,0,0,0
CCL16_1,NT_187614.1,211063,212295,-,2250,0,0,2,0,2,0,0,0,0,0,0,0,0
CCL17,NC_000016.10,57396093,57396368,+,975,9,3,8,20,7,8,5,6,1,8,0,14,0
CCL18,NC_000017.11,36064272,36064409,+,1332,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL18_1,NT_187614.1,299160,299297,+,1332,0,0,0,0,221,4,4,0,4,4,2,0,0
CCL18_2,NT_187661.1,18369,18506,+,1332,0,0,0,0,173,0,0,0,0,1,0,0,0
CCL19,NC_000009.12,34689570,34689839,-,683,21,30,19,41,150,73,6,145,12,240,22,21,80
CCL2,NC_000017.11,34255285,34255425,+,741,175,104,31,139,286,99,20,40,20,50,39,18,356
CCL20,NC_000002.12,227813842,227813987,+,834,6,1,0,8,10,6,4,8,3,2,0,0,147
CCL21,NC_000009.12,34709005,34709427,-,864,19,1,34,60,30,93,23,133,13,60,17,4,9
CCL22,NC_000016.10,57357909,57357932,+,3157,6,8,7,18,38,2,0,17,11,25,4,6,6
CCL23,NC_000017.11,36013058,36013308,-,628,0,2,0,0,6,0,0,0,0,0,0,0,0
CCL23_1,NT_187614.1,247626,247876,-,628,0,0,0,0,4,4,0,0,0,0,0,0,0
CCL24,NC_000007.14,75810825,75811964,-,1706,0,0,0,3,24,2,5,10,2,10,2,0,0
CCL25,NC_000019.10,8052341,8052510,+,1972,4,7,4,0,2,0,4,0,0,0,0,0,2
CCL26,NC_000007.14,75769524,75769789,-,692,0,0,0,0,2,2,0,0,0,0,0,0,0
CCL27,NC_000009.12,34661890,34662079,-,417,2,9,2,9,4,0,4,2,0,4,0,4,0
