"human_gene","human_id","mouse_gene","mouse_id","phenotype","extra","n_mouse","n_human","ortholog_type"
"FAM83H",286077,"Fam83h","MGI:2145900","MP:0005367, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005382, MP:0005385, MP:0005386, MP:0005387, MP:0005389, MP:0005390, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"FAM86B1",85002,"Eef2kmt","MGI:1917761","MP:0005376, MP:0005388",NA,1,3,"one-to-many (mouse-to-human)"
"FAM86B2",653333,"Eef2kmt","MGI:1917761","MP:0005376, MP:0005388",NA,1,3,"one-to-many (mouse-to-human)"
"FAM89A",375061,"Fam89a","MGI:1916877","",NA,1,1,"one-to-one"
"FAM89B",23625,"Fam89b","MGI:106595","",NA,1,1,"one-to-one"
"FAM8A1",51439,"Fam8a1","MGI:2145496","MP:0005386",NA,1,1,"one-to-one"
"FAM90A1",55138,"Fam90a1a","MGI:2142877","",NA,2,23,"many-to-many"
"FAM90A1",55138,"Fam90a1b","MGI:1921682","",NA,2,23,"many-to-many"
"FAM90A10",441328,"Fam90a1a","MGI:2142877","",NA,2,23,"many-to-many"
"FAM90A10",441328,"Fam90a1b","MGI:1921682","",NA,2,23,"many-to-many"
"FAM90A12",645879,"Fam90a1a","MGI:2142877","",NA,2,23,"many-to-many"
"FAM90A12",645879,"Fam90a1b","MGI:1921682","",NA,2,23,"many-to-many"
"FAM90A13",441314,"Fam90a1a","MGI:2142877","",NA,2,23,"many-to-many"
"FAM90A13",441314,"Fam90a1b","MGI:1921682","",NA,2,23,"many-to-many"
"FAM90A14",645651,"Fam90a1a","MGI:2142877","",NA,2,23,"many-to-many"
"FAM90A14",645651,"Fam90a1b","MGI:1921682","",NA,2,23,"many-to-many"
"FAM90A15",389630,"Fam90a1a","MGI:2142877","",NA,2,23,"many-to-many"
"FAM90A15",389630,"Fam90a1b","MGI:1921682","",NA,2,23,"many-to-many"
"FAM90A16",441323,"Fam90a1a","MGI:2142877","",NA,2,23,"many-to-many"
"FAM90A16",441323,"Fam90a1b","MGI:1921682","",NA,2,23,"many-to-many"
"FAM90A17",728746,"Fam90a1a","MGI:2142877","",NA,2,23,"many-to-many"
"FAM90A17",728746,"Fam90a1b","MGI:1921682","",NA,2,23,"many-to-many"
"FAM90A18",441326,"Fam90a1a","MGI:2142877","",NA,2,23,"many-to-many"
"FAM90A18",441326,"Fam90a1b","MGI:1921682","",NA,2,23,"many-to-many"
"FAM90A19",728753,"Fam90a1a","MGI:2142877","",NA,2,23,"many-to-many"
"FAM90A19",728753,"Fam90a1b","MGI:1921682","",NA,2,23,"many-to-many"
"FAM90A20",728430,"Fam90a1a","MGI:2142877","",NA,2,23,"many-to-many"
"FAM90A20",728430,"Fam90a1b","MGI:1921682","",NA,2,23,"many-to-many"
"FAM90A22",645558,"Fam90a1a","MGI:2142877","",NA,2,23,"many-to-many"
"FAM90A22",645558,"Fam90a1b","MGI:1921682","",NA,2,23,"many-to-many"
"FAM90A23",645572,"Fam90a1a","MGI:2142877","",NA,2,23,"many-to-many"
"FAM90A23",645572,"Fam90a1b","MGI:1921682","",NA,2,23,"many-to-many"
"FAM90A24",441332,"Fam90a1a","MGI:2142877","",NA,2,23,"many-to-many"
"FAM90A24",441332,"Fam90a1b","MGI:1921682","",NA,2,23,"many-to-many"
"FAM90A25P",389633,"Fam90a1a","MGI:2142877","",NA,2,23,"many-to-many"
"FAM90A25P",389633,"Fam90a1b","MGI:1921682","",NA,2,23,"many-to-many"
"FAM90A26",100287045,"Fam90a1a","MGI:2142877","",NA,2,23,"many-to-many"
"FAM90A26",100287045,"Fam90a1b","MGI:1921682","",NA,2,23,"many-to-many"
"FAM90A27P",646508,"Fam90a1a","MGI:2142877","",NA,2,23,"many-to-many"
"FAM90A27P",646508,"Fam90a1b","MGI:1921682","",NA,2,23,"many-to-many"
"FAM90A2P",729689,"Fam90a1a","MGI:2142877","",NA,2,23,"many-to-many"
"FAM90A2P",729689,"Fam90a1b","MGI:1921682","",NA,2,23,"many-to-many"
"FAM90A5",441315,"Fam90a1a","MGI:2142877","",NA,2,23,"many-to-many"
"FAM90A5",441315,"Fam90a1b","MGI:1921682","",NA,2,23,"many-to-many"
"FAM90A7",441317,"Fam90a1a","MGI:2142877","",NA,2,23,"many-to-many"
"FAM90A7",441317,"Fam90a1b","MGI:1921682","",NA,2,23,"many-to-many"
"FAM90A8",441324,"Fam90a1a","MGI:2142877","",NA,2,23,"many-to-many"
"FAM90A8",441324,"Fam90a1b","MGI:1921682","",NA,2,23,"many-to-many"
"FAM90A9",441327,"Fam90a1a","MGI:2142877","",NA,2,23,"many-to-many"
"FAM90A9",441327,"Fam90a1b","MGI:1921682","",NA,2,23,"many-to-many"
"FAM91A1",157769,"Fam91a1","MGI:1277178","MP:0005371, MP:0005378, MP:0005382, MP:0005386, MP:0005389, MP:0010768",NA,1,1,"one-to-one"
"FAM98A",25940,"Fam98a","MGI:1919972","",NA,1,1,"one-to-one"
"FAM98B",283742,"Fam98b","MGI:1915465","",NA,1,1,"one-to-one"
"FAM98C",147965,"Fam98c","MGI:1921083","",NA,1,1,"one-to-one"
"FAN1",22909,"Fan1","MGI:3045266","MP:0005367, MP:0005370, MP:0005376, MP:0005378, MP:0005384, MP:0005387, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"FANCA",2175,"Fanca","MGI:1341823","MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005382, MP:0005384, MP:0005385, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"FANCB",2187,"Fancb","MGI:2448558","MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005389",NA,1,1,"one-to-one"
"FANCC",2176,"Fancc","MGI:95480","MP:0005379, MP:0005384, MP:0005389, MP:0005397",NA,1,1,"one-to-one"
"FANCD2",2177,"Fancd2","MGI:2448480","MP:0002006, MP:0005367, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005389, MP:0005391, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"FANCD2OS",115795,"Fancd2os","MGI:1918229","",NA,1,1,"one-to-one"
"FANCE",2178,"Fance","MGI:1920025","MP:0005378, MP:0005379, MP:0005384, MP:0005389",NA,1,1,"one-to-one"
"FANCF",2188,"Fancf","MGI:3689889","MP:0002006, MP:0005376, MP:0005379, MP:0005384, MP:0005385, MP:0005389, MP:0005391, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"FANCG",2189,"Fancg","MGI:1926471","MP:0005379, MP:0005384, MP:0005389",NA,1,1,"one-to-one"
"FANCI",55215,"Fanci","MGI:2384790","MP:0005371, MP:0005378, MP:0005379, MP:0005382, MP:0005384, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"FANCL",55120,"Fancl","MGI:1914280","MP:0001186, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005384, MP:0005387, MP:0005389, MP:0005390, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"FANCM",57697,"Fancm","MGI:2442306","MP:0002006, MP:0005370, MP:0005379, MP:0005384, MP:0005389, MP:0010768",NA,1,1,"one-to-one"
"FANK1",92565,"Fank1","MGI:1914180","",NA,1,1,"one-to-one"
"FAP",2191,"Fap","MGI:109608","",NA,1,1,"one-to-one"
"FAR1",84188,"Far1","MGI:1914670","MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005389, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"FAR2",55711,"Far2","MGI:2687035","MP:0005376, MP:0005378, MP:0005379, MP:0005385, MP:0005386, MP:0005391, MP:0010771",NA,1,1,"one-to-one"
"FARP1",10160,"Farp1","MGI:2446173","MP:0005376, MP:0005386, MP:0005391",NA,1,1,"one-to-one"
"FARP2",9855,"Farp2","MGI:2385126","MP:0005376, MP:0005387, MP:0005390, MP:0005397, MP:0010771",NA,1,1,"one-to-one"
"FARS2",10667,"Fars2","MGI:1917205","MP:0003631, MP:0005376, MP:0005380, MP:0005384, MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"FARSA",2193,"Farsa","MGI:1913840","MP:0005376, MP:0005387, MP:0005390, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"FARSB",10056,"Farsb","MGI:1346035","",NA,1,1,"one-to-one"
"FAS",355,"Fas","MGI:95484","MP:0001186, MP:0002006, MP:0003631, MP:0005367, MP:0005369, MP:0005370, MP:0005376, MP:0005377, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"FASLG",356,"Fasl","MGI:99255","MP:0002006, MP:0003631, MP:0005367, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005387, MP:0005388, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"FASN",2194,"Fasn","MGI:95485","MP:0003631, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"FASTK",10922,"Fastk","MGI:1913837","MP:0005376, MP:0005378, MP:0005385, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"FASTKD1",79675,"Fastkd1","MGI:2444596","",NA,1,1,"one-to-one"
"FASTKD2",22868,"Fastkd2","MGI:1922869","MP:0005387, MP:0005391, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"FASTKD3",79072,"Fastkd3","MGI:1916827","",NA,1,1,"one-to-one"
"FASTKD5",60493,"Fastkd5","MGI:2139469","MP:0005376, MP:0005378, MP:0005380, MP:0005385, MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"FAT1",2195,"Fat1","MGI:109168","MP:0001186, MP:0003631, MP:0005367, MP:0005369, MP:0005376, MP:0005377, MP:0005378, MP:0005382, MP:0005385, MP:0005386, MP:0005387, MP:0005390, MP:0005391, MP:0010768",NA,1,1,"one-to-one"
"FAT2",2196,"Fat2","MGI:2685369","",NA,1,1,"one-to-one"
"FAT3",120114,"Fat3","MGI:2444314","MP:0003631, MP:0005369, MP:0005378, MP:0005379, MP:0005385, MP:0005387, MP:0005388, MP:0005389, MP:0005391, MP:0005397, MP:0010771",NA,1,1,"one-to-one"
"FAT4",79633,"Fat4","MGI:3045256","MP:0003631, MP:0005367, MP:0005371, MP:0005377, MP:0005378, MP:0005380, MP:0005381, MP:0005384, MP:0005385, MP:0005388, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"FATE1",89885,"Fate1","MGI:1925155","",NA,1,1,"one-to-one"
"FAU",2197,"Fau","MGI:102547","MP:0005384, MP:0005389, MP:0010768",NA,1,1,"one-to-one"
"FAXC",84553,"Faxc","MGI:1923382","MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"FAXDC2",10826,"Faxdc2","MGI:3651124","",NA,1,1,"one-to-one"
"FBF1",85302,"Fbf1","MGI:1922033","MP:0005371, MP:0005375, MP:0005376, MP:0005378, MP:0005387, MP:0005390, MP:0005397",NA,1,1,"one-to-one"
"FBH1",84893,"Fbh1","MGI:1354699","",NA,1,1,"one-to-one"
"FBL",2091,"Fbl","MGI:95486","MP:0005380, MP:0010768",NA,1,1,"one-to-one"
"FBLIM1",54751,"Fblim1","MGI:1921452","MP:0005371, MP:0005378, MP:0005379, MP:0005384, MP:0005387, MP:0005390, MP:0005397",NA,1,1,"one-to-one"
"FBLL1",345630,"Fbll1","MGI:3034689","",NA,1,1,"one-to-one"
"FBLN1",2192,"Fbln1","MGI:95487","MP:0003631, MP:0005367, MP:0005369, MP:0005377, MP:0005378, MP:0005379, MP:0005380, MP:0005382, MP:0005384, MP:0005385, MP:0005387, MP:0005388, MP:0005390, MP:0005391, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"FBLN2",2199,"Fbln2","MGI:95488","",NA,1,1,"one-to-one"
"FBLN5",10516,"Fbln5","MGI:1346091","MP:0002006, MP:0005369, MP:0005376, MP:0005378, MP:0005382, MP:0005384, MP:0005385, MP:0005388, MP:0010771",NA,1,1,"one-to-one"
"FBLN7",129804,"Fbln7","MGI:1917620","MP:0005367, MP:0005376, MP:0005384",NA,1,1,"one-to-one"
"FBN1",2200,"Fbn1","MGI:95489","MP:0003631, MP:0005369, MP:0005371, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005390, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"FBN2",2201,"Fbn2","MGI:95490","MP:0003631, MP:0005367, MP:0005369, MP:0005370, MP:0005371, MP:0005376, MP:0005377, MP:0005378, MP:0005382, MP:0005384, MP:0005385, MP:0005386, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010771",NA,1,1,"one-to-one"
"FBP1",2203,"Fbp1","MGI:95492","MP:0005376",NA,1,1,"one-to-one"
"FBP2",8789,"Fbp2","MGI:95491","MP:0005385, MP:0005386, MP:0005387, MP:0005391, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"FBRS",64319,"Fbrs","MGI:104648","MP:0005376, MP:0005391, MP:0010768",NA,1,1,"one-to-one"
"FBRSL1",57666,"Fbrsl1","MGI:1920907","MP:0005370, MP:0005371, MP:0005378, MP:0005379, MP:0005385, MP:0005386, MP:0005387, MP:0005389, MP:0005390, MP:0005391, MP:0005397",NA,1,1,"one-to-one"
"FBXL12",54850,"Fbxl12","MGI:1354738","MP:0005378, MP:0005380, MP:0005385, MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"FBXL13",222235,"Fbxl13","MGI:2443416","",NA,1,1,"one-to-one"
"FBXL14",144699,"Fbxl14","MGI:2141676","",NA,1,1,"one-to-one"
"FBXL15",79176,"Fbxl15","MGI:1915681","",NA,1,1,"one-to-one"
"FBXL16",146330,"Fbxl16","MGI:2448488","MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"FBXL17",64839,"Fbxl17","MGI:1354704","",NA,1,1,"one-to-one"
"FBXL18",80028,"Fbxl18","MGI:2444450","MP:0005387, MP:0005391, MP:0005397",NA,1,1,"one-to-one"
"FBXL19",54620,"Fbxl19","MGI:3039600","MP:0005371, MP:0005376, MP:0005378, MP:0005380, MP:0005382, MP:0005385, MP:0005387, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"FBXL2",25827,"Fbxl2","MGI:1919429","",NA,1,1,"one-to-one"
"FBXL20",84961,"Fbxl20","MGI:1919444","MP:0003631, MP:0005378, MP:0005379, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"FBXL21P",26223,"Fbxl21","MGI:2442921","MP:0003631, MP:0005384, MP:0005386",NA,1,1,"one-to-one"
"FBXL22",283807,"Fbxl22","MGI:1921415","MP:0005371, MP:0005390",NA,1,1,"one-to-one"
"FBXL3",26224,"Fbxl3","MGI:1354702","MP:0003631, MP:0005369, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005385, MP:0005386, MP:0005387, MP:0005389, MP:0005391, MP:0005397, MP:0010771",NA,1,1,"one-to-one"
"FBXL4",26235,"Fbxl4","MGI:2140367","MP:0005370, MP:0005378, MP:0005384, MP:0005386, MP:0005387, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"FBXL5",26234,"Fbxl5","MGI:2152883","MP:0003631, MP:0005370, MP:0005376, MP:0005378, MP:0005380, MP:0005381, MP:0005384, MP:0005385, MP:0005387, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"FBXL6",26233,"Fbxl6","MGI:1354705","",NA,1,1,"one-to-one"
"FBXL7",23194,"Fbxl7","MGI:3052506","",NA,1,1,"one-to-one"
"FBXL8",55336,"Fbxl8","MGI:1354697","",NA,1,1,"one-to-one"
"FBXL9P",26231,"Fbxl9","MGI:2443262","MP:0005376",NA,1,1,"one-to-one"
"FBXO10",26267,"Fbxo10","MGI:2686937","MP:0001186, MP:0005369, MP:0005376, MP:0005385, MP:0005386, MP:0005387, MP:0005397, MP:0010771",NA,1,1,"one-to-one"
"FBXO11",80204,"Fbxo11","MGI:2147134","MP:0005371, MP:0005376, MP:0005377, MP:0005378, MP:0005381, MP:0005382, MP:0005386, MP:0005387, MP:0005390, MP:0005391, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"FBXO15",201456,"Fbxo15","MGI:1354755","",NA,1,1,"one-to-one"
"FBXO16",157574,"Fbxo16","MGI:1354706","",NA,1,1,"one-to-one"
"FBXO17",115290,"Fbxo17","MGI:1354707","",NA,1,1,"one-to-one"
"FBXO2",26232,"Fbxo2","MGI:2446216","MP:0003631, MP:0005376, MP:0005377, MP:0005386",NA,1,1,"one-to-one"
"FBXO21",23014,"Fbxo21","MGI:1924223","MP:0005386, MP:0005387, MP:0005391, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"FBXO22",26263,"Fbxo22","MGI:1926014","MP:0003631, MP:0005371, MP:0005384, MP:0005385, MP:0005386, MP:0005389, MP:0010768",NA,1,1,"one-to-one"
"FBXO24",26261,"Fbxo24","MGI:1918426","MP:0005384, MP:0005389",NA,1,1,"one-to-one"
"FBXO25",26260,"Fbxo25","MGI:1914072","MP:0005367, MP:0005378, MP:0005379, MP:0005385, MP:0005386, MP:0005387, MP:0005390, MP:0005397, MP:0010771",NA,1,1,"one-to-one"
"FBXO27",126433,"Fbxo27","MGI:2685007","",NA,1,1,"one-to-one"
"FBXO28",23219,"Fbxo28","MGI:1261890","MP:0005386, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"FBXO3",26273,"Fbxo3","MGI:1929084","MP:0010768",NA,1,1,"one-to-one"
"FBXO30",84085,"Fbxo30","MGI:1919115","MP:0003631, MP:0005376, MP:0005386, MP:0005390, MP:0005391, MP:0010768",NA,1,1,"one-to-one"
"FBXO31",79791,"Fbxo31","MGI:1354708","",NA,1,1,"one-to-one"
"FBXO32",114907,"Fbxo32","MGI:1914981","MP:0005369",NA,1,1,"one-to-one"
"FBXO33",254170,"Fbxo33","MGI:1917861","MP:0005376, MP:0005377, MP:0005386",NA,1,1,"one-to-one"
"FBXO34",55030,"Fbxo34","MGI:1926188","",NA,1,1,"one-to-one"
"FBXO36",130888,"Fbxo36","MGI:1289192","MP:0005385, MP:0005386, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"FBXO38",81545,"Fbxo38","MGI:2444639","MP:0005370, MP:0005378, MP:0005379, MP:0005384, MP:0005389, MP:0010768",NA,1,1,"one-to-one"
"FBXO39",162517,"Fbxo39","MGI:3505735","",NA,1,1,"one-to-one"
"FBXO4",26272,"Fbxo4","MGI:2146220","MP:0002006, MP:0005370, MP:0005379, MP:0005384, MP:0005387, MP:0005389, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"FBXO40",51725,"Fbxo40","MGI:2443753","",NA,1,1,"one-to-one"
"FBXO41",150726,"Fbxo41","MGI:1261912","MP:0003631, MP:0005367, MP:0005376, MP:0005377, MP:0005378, MP:0005384, MP:0005385, MP:0005386, MP:0005391, MP:0010768",NA,1,1,"one-to-one"
"FBXO42",54455,"Fbxo42","MGI:1924992","MP:0005376, MP:0005385, MP:0005390, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"FBXO43",286151,"Fbxo43","MGI:1926053","MP:0005379, MP:0005384, MP:0005389",NA,1,1,"one-to-one"
"FBXO44",93611,"Fbxo44","MGI:1354744","MP:0005386",NA,1,1,"one-to-one"
"FBXO45",200933,"Fbxo45","MGI:2447775","MP:0003631, MP:0005384, MP:0005386, MP:0005388, MP:0005390, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"FBXO46",23403,"Fbxo46","MGI:2444918","",NA,1,1,"one-to-one"
"FBXO47",494188,"Fbxo47","MGI:1920223","MP:0005379, MP:0005384, MP:0005386, MP:0005389",NA,1,1,"one-to-one"
"FBXO48",554251,"Fbxo48","MGI:2442569","MP:0005376, MP:0005377",NA,1,1,"one-to-one"
"FBXO5",26271,"Fbxo5","MGI:1914391","MP:0005367, MP:0005378, MP:0005380, MP:0005384, MP:0005386, MP:0005391, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"FBXO6",26270,"Fbxo6","MGI:1354743","",NA,1,1,"one-to-one"
"FBXO7",25793,"Fbxo7","MGI:1917004","MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005387, MP:0005389, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"FBXO8",26269,"Fbxo8","MGI:1354696","",NA,1,1,"one-to-one"
"FBXO9",26268,"Fbxo9","MGI:1918788","MP:0003631, MP:0005376, MP:0005379, MP:0005386, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"FBXW10",10517,"Fbxw10","MGI:3052463","MP:0005367, MP:0005375, MP:0005378, MP:0005387",NA,1,2,"one-to-many (mouse-to-human)"
"FBXW10B",374286,"Fbxw10","MGI:3052463","MP:0005367, MP:0005375, MP:0005378, MP:0005387",NA,1,2,"one-to-many (mouse-to-human)"
"FBXW11",23291,"Fbxw11","MGI:2144023","MP:0005378, MP:0005380, MP:0005384, MP:0010768",NA,1,1,"one-to-one"
"FBXW12",285231,"Fbxw13","MGI:3505590","",NA,14,1,"one-to-many (human-to-mouse)"
"FBXW12",285231,"Fbxw14","MGI:1354703","",NA,14,1,"one-to-many (human-to-mouse)"
"FBXW12",285231,"Fbxw15","MGI:3505701","MP:0005367, MP:0005376, MP:0005382, MP:0005388, MP:0005390",NA,14,1,"one-to-many (human-to-mouse)"
"FBXW12",285231,"Fbxw16","MGI:2443324","MP:0005378, MP:0005379, MP:0005382, MP:0005387, MP:0005389, MP:0005390, MP:0005397, MP:0010768",NA,14,1,"one-to-many (human-to-mouse)"
"FBXW12",285231,"Fbxw18","MGI:3505704","MP:0003631, MP:0005376, MP:0005378, MP:0005379, MP:0005382, MP:0005385, MP:0005387, MP:0005389, MP:0005390, MP:0005397, MP:0010768, MP:0010771",NA,14,1,"one-to-many (human-to-mouse)"
"FBXW12",285231,"Fbxw19","MGI:3505706","",NA,14,1,"one-to-many (human-to-mouse)"
"FBXW12",285231,"Fbxw20","MGI:3584372","MP:0005378, MP:0005379, MP:0005381, MP:0005382, MP:0005387, MP:0005390, MP:0005397, MP:0010771",NA,14,1,"one-to-many (human-to-mouse)"
"FBXW12",285231,"Fbxw21","MGI:2443323","",NA,14,1,"one-to-many (human-to-mouse)"
"FBXW12",285231,"Fbxw22","MGI:3643290","",NA,14,1,"one-to-many (human-to-mouse)"
"FBXW12",285231,"Fbxw24","MGI:3646659","",NA,14,1,"one-to-many (human-to-mouse)"
"FBXW12",285231,"Fbxw25","MGI:3588266","MP:0005371, MP:0005378, MP:0005379, MP:0005385, MP:0005387, MP:0005397",NA,14,1,"one-to-many (human-to-mouse)"
"FBXW12",285231,"Fbxw26","MGI:3646662","MP:0005387, MP:0005397",NA,14,1,"one-to-many (human-to-mouse)"
"FBXW12",285231,"Fbxw27","MGI:1924248","",NA,14,1,"one-to-many (human-to-mouse)"
"FBXW12",285231,"Fbxw28","MGI:3779847","",NA,14,1,"one-to-many (human-to-mouse)"
"FBXW2",26190,"Fbxw2","MGI:1353435","MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"FBXW4",6468,"Fbxw4","MGI:1354698","MP:0005371",NA,1,1,"one-to-one"
"FBXW5",54461,"Fbxw5","MGI:1354731","MP:0005369, MP:0005376, MP:0005378, MP:0005384, MP:0005385, MP:0005388",NA,1,1,"one-to-one"
"FBXW7",55294,"Fbxw7","MGI:1354695","MP:0002006, MP:0003631, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005382, MP:0005384, MP:0005385, MP:0005387, MP:0005388, MP:0005389, MP:0005391, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"FBXW8",26259,"Fbxw8","MGI:1923041","MP:0003631, MP:0005376, MP:0005378, MP:0005380, MP:0005385, MP:0005387, MP:0005388, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"FBXW9",84261,"Fbxw9","MGI:1915878","MP:0005379, MP:0005386, MP:0005387, MP:0005388, MP:0005391, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"FCAMR",83953,"Fcamr","MGI:1927803","MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"FCER1A",2205,"Fcer1a","MGI:95494","MP:0005376, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"FCER1G",2207,"Fcer1g","MGI:95496","MP:0005376, MP:0005384, MP:0005385, MP:0005387, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"FCER2",2208,"Fcer2a","MGI:95497","MP:0005376, MP:0005381, MP:0005384, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"FCF1",51077,"Fcf1","MGI:1920986","",NA,1,1,"one-to-one"
"FCGBP",8857,"Fcgbp","MGI:2444336","MP:0005376, MP:0005379, MP:0005389, MP:0005391",NA,2,1,"one-to-many (human-to-mouse)"
"FCGBP",8857,"Fcgbpl1","MGI:2442118","",NA,2,1,"one-to-many (human-to-mouse)"
"FCGR1A",2209,"Fcgr1","MGI:95498","MP:0005384, MP:0005387, MP:0005390, MP:0005397",NA,1,2,"one-to-many (mouse-to-human)"
"FCGR1BP",2210,"Fcgr1","MGI:95498","MP:0005384, MP:0005387, MP:0005390, MP:0005397",NA,1,2,"one-to-many (mouse-to-human)"
"FCGR2A",2212,"Fcgr2b","MGI:95499","MP:0003631, MP:0005367, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005390, MP:0005397, MP:0010768",NA,2,3,"many-to-many"
"FCGR2A",2212,"Fcgr3","MGI:95500","MP:0005376, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005390, MP:0005397",NA,2,3,"many-to-many"
"FCGR2B",2213,"Fcgr2b","MGI:95499","MP:0003631, MP:0005367, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005390, MP:0005397, MP:0010768",NA,2,3,"many-to-many"
"FCGR2B",2213,"Fcgr3","MGI:95500","MP:0005376, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005390, MP:0005397",NA,2,3,"many-to-many"
"FCGR2C",9103,"Fcgr2b","MGI:95499","MP:0003631, MP:0005367, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005390, MP:0005397, MP:0010768",NA,2,3,"many-to-many"
"FCGR2C",9103,"Fcgr3","MGI:95500","MP:0005376, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005390, MP:0005397",NA,2,3,"many-to-many"
"FCGR3A",2214,"Fcgr4","MGI:2179523","MP:0005376, MP:0005387, MP:0005390, MP:0005397",NA,1,2,"one-to-many (mouse-to-human)"
"FCGR3B",2215,"Fcgr4","MGI:2179523","MP:0005376, MP:0005387, MP:0005390, MP:0005397",NA,1,2,"one-to-many (mouse-to-human)"
"FCGRT",2217,"Fcgrt","MGI:103017","MP:0005376, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"FCHO1",23149,"Fcho1","MGI:1921265","MP:0005386",NA,1,1,"one-to-one"
"FCHO2",115548,"Fcho2","MGI:3505790","MP:0005376, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"FCHSD1",89848,"Fchsd1","MGI:2441771","",NA,1,1,"one-to-one"
