Geneid,mouse_gene,ortholog_type,Secretome location,Secretome function,Level,Reliability,Cell type,Mean_TPM,adult_SL_01,adult_SL_02,adult_SL_03
FILIP1L,Filip1l,one-to-one,NA,NA,Medium,Approved,glandular cells,6.320474236176772,11.1660932898755,5.08409855251083,2.71123086614399
FILNC1,NA,human-specific,NA,NA,NA,NA,NA,0.05297519444751527,0.1206016025382,0,0.0383239808043458
FIP1L1,Fip1l1,one-to-one,NA,NA,Not detected,Supported,glandular cells,10.506875376204293,13.8123646689568,10.4338497070254,7.27441175263068
FIRRE,Firre,one-to-one,NA,NA,NA,NA,NA,1.2120419528192385,1.28611067216234,1.49243248527696,0.857582701018416
FIRRM,Firrm,one-to-one,NA,NA,NA,NA,NA,1.7969472128458996,2.49502624735733,1.73996950421151,1.15584588696886
FIS1,Fis1,one-to-one,NA,NA,Medium,Approved,glandular cells,66.48197579163742,72.9348588039636,69.2582128890469,57.2528556819018
FITM1,Fitm1,one-to-one,NA,NA,Medium,Uncertain,glandular cells,0.04018930730367234,0,0,0.120567921911017
FITM1_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
FITM2,Fitm2,one-to-one,NA,NA,NA,NA,NA,6.533095514639427,7.22593309589831,7.14506150496073,5.22829194305924
FIZ1,Fiz1,one-to-one,NA,NA,NA,NA,NA,1.4624325860061937,1.70594226293055,1.863086715752,0.818268779336031
FJX1,Fjx1,one-to-one,Intracellular and membrane,No annotated function,NA,NA,NA,1.476628600392251,2.99368666250683,1.05114348116192,0.385055657508003
FKBP10,Fkbp10,one-to-one,Intracellular and membrane,Enzyme,Not detected,Enhanced,glandular cells,24.393228047907268,45.0483960233414,16.1057103344972,12.0255777858832
FKBP11,Fkbp11,one-to-one,NA,NA,High,Enhanced,glandular cells,15.147132428055565,19.159426683844,14.7022665235378,11.5797040767849
FKBP14,Fkbp14,one-to-one,Intracellular and membrane,Enzyme,Medium,Uncertain,glandular cells,6.087293991915236,8.3226640442355,5.36404327093785,4.57517466057236
FKBP14-AS1,NA,human-specific,NA,NA,NA,NA,NA,1.2426791077339805,1.40045304673966,1.38667063855288,0.940913637909401
FKBP15,Fkbp15,one-to-one,NA,NA,High,Approved,glandular cells,12.623589575607355,16.9910818327509,13.0837865196085,7.79590037446266
FKBP1A,Fkbp1a,one-to-many (mouse-to-human),NA,NA,Low,Uncertain,glandular cells,38.66855590731493,61.1307256374737,30.331070476152,24.5438716083191
FKBP1A-SDCBP2,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
FKBP1AP1,NA,human-specific,NA,NA,NA,NA,NA,11.373820683314984,12.0727864143745,13.1626311766509,8.88604445891955
FKBP1B,Fkbp1b,one-to-one,NA,NA,Low,Uncertain,glandular cells,2.344496576181077,3.48456948975112,2.11593926411105,1.43298097468106
FKBP1C,Fkbp1a,one-to-many (mouse-to-human),NA,NA,Low,Uncertain,glandular cells,0.6210252712612033,0.550017571550096,0.648890626215673,0.664167616017841
FKBP2,Fkbp2,one-to-one,Intracellular and membrane,Enzyme,Medium,Enhanced,glandular cells,0.015025282796741,0,0,0.045075848390223
FKBP3,Fkbp3,one-to-one,NA,NA,High,Supported,glandular cells,5.088562187873044,6.87022858962981,5.10415495728153,3.29130301670779
FKBP4,Fkbp4,one-to-one,NA,NA,High,Supported,glandular cells,24.1114354546156,32.1424666414282,21.5790394579126,18.612800264506
FKBP5,Fkbp5,one-to-one,NA,NA,High,Enhanced,glandular cells,7.678554560720227,20.0774010440696,2.13021726122165,0.828045376869434
FKBP6,Fkbp6,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.041219949531553834,0.0499695451076107,0.0736903034870508,0
FKBP6P1,NA,human-specific,NA,NA,NA,NA,NA,0.72837154692051,0.293992249387405,1.51743072940535,0.373691661968775
FKBP6P2,NA,human-specific,NA,NA,NA,NA,NA,1.0141220225800678,1.18506253866262,1.37312751097885,0.484176018098733
FKBP7,Fkbp7,one-to-one,Intracellular and membrane,Enzyme,Medium,Approved,glandular cells,3.7727785066127897,5.70695656907268,3.67938889237083,1.93199005839486
FKBP8,Fkbp8,one-to-one,NA,NA,Medium,Supported,glandular cells,92.40898713487236,112.674769439173,100.709662975156,63.8425289902881
FKBP9,Fkbp9,one-to-one,Intracellular and membrane,Enzyme,Medium,Approved,glandular cells,17.3145911786951,23.1812474691122,18.3672016552695,10.3953244117036
FKBP9P1,NA,human-specific,NA,NA,NA,NA,NA,0.5822709659632864,1.10892647144727,0.408834661441252,0.229051765001337
FKBPL,Fkbpl,one-to-one,NA,NA,Not detected,Approved,glandular cells,0,0,0,0
FKBPL_1,NA,human-specific,NA,NA,NA,NA,NA,0.0270723798826526,0,0,0.0812171396479578
FKBPL_2,NA,human-specific,NA,NA,NA,NA,NA,0.0584813616968054,0,0.0942269454424584,0.0812171396479578
FKBPL_3,NA,human-specific,NA,NA,NA,NA,NA,0.0449451717554791,0,0.0942269454424584,0.0406085698239789
FKRP,Fkrp,one-to-one,Secreted to blood,Enzyme,Low,Approved,glandular cells,4.133832487196227,6.03857319751126,3.7631270928385,2.59979717123892
FKSG29,NA,human-specific,NA,NA,NA,NA,NA,4.741763793747097,6.06439604342167,4.57558608099201,3.58530925682761
FKTN,Fktn,one-to-one,NA,NA,Medium,Approved,glandular cells,3.1743407423630536,4.07826027164441,3.38300324755956,2.06175870788519
FKTN-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.15580051408842835,0.188871672697489,0.278529869567796,0
FLACC1,Flacc1,one-to-one,NA,NA,NA,NA,NA,1.7712109454627782,2.13139696416937,2.36947437032703,0.812761501891934
FLAD1,Flad1,one-to-one,NA,NA,High,Approved,glandular cells,5.5333971044292865,6.32435693211997,5.28504863755193,4.99078574361596
FLCN,Flcn,one-to-one,NA,NA,Medium,Supported,glandular cells,7.9554837219975925,10.3496301247798,8.490152528691,5.02666851252198
FLG,NA,human-specific,NA,NA,Not detected,Enhanced,glandular cells,0.17908270057533868,0.174270399790601,0.222401517832802,0.140576184102613
FLG2,Flg2,one-to-one,NA,NA,Not detected,Approved,glandular cells,0.033078223148935264,0.0375921698398334,0.0138593337115058,0.0477831658954666
FLI1,Fli1,one-to-one,NA,NA,Not detected,Approved,glandular cells,6.605632392847537,12.5152313361599,5.1026146012772,2.19905124110551
FLICR,NA,human-specific,NA,NA,NA,NA,NA,0.39764956221314335,0,1.19294868663943,0
FLII,Flii,one-to-one,NA,NA,Medium,Enhanced,glandular cells,2.463055864590263,2.9023986259246,1.3509317367423,3.13583723110389
FLII_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
FLJ12825,NA,human-specific,NA,NA,NA,NA,NA,0.09401580598633642,0.130514063020791,0.0962348255584317,0.0552985293797866
FLJ13224,NA,human-specific,NA,NA,NA,NA,NA,0.12274727522139467,0.368241825664184,0,0
FLJ13224_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
FLJ16779,NA,human-specific,NA,NA,NA,NA,NA,0.007484309976840367,0.0224529299305211,0,0
FLJ20021,NA,human-specific,NA,NA,NA,NA,NA,5.004563868131171,5.62280258391213,4.3054465840631,5.08544243641828
FLJ20712,NA,human-specific,NA,NA,NA,NA,NA,1.5650529316619552,2.20412928817948,1.67764591421266,0.813383592593726
FLJ30679,NA,human-specific,NA,NA,NA,NA,NA,0.010644154948129566,0,0.0319324648443887,0
FLJ32255,NA,human-specific,NA,NA,NA,NA,NA,0.774081774566636,1.39806096855424,0.687242178172713,0.236942176972955
FLJ33534,NA,human-specific,NA,NA,NA,NA,NA,0.0111104384717186,0,0,0.0333313154151558
FLJ36000,NA,human-specific,NA,NA,NA,NA,NA,0.015051384834941166,0.0451541545048235,0,0
FLJ37201,NA,human-specific,NA,NA,NA,NA,NA,0.308705431591779,0.327817682049492,0.345310105908736,0.252988506817109
FLJ38576,NA,human-specific,NA,NA,NA,NA,NA,0.23621959240040466,0.557935677297502,0.128560960536579,0.0221621393671328
FLJ39095,NA,human-specific,NA,NA,NA,NA,NA,0.18799331779453765,0.242127541683187,0.102019008296716,0.21983340340371
FLJ40194,NA,human-specific,NA,NA,NA,NA,NA,0.19593748863198435,0.237528364001828,0.350284101894125,0
FLJ40288,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
FLJ42393,NA,human-specific,NA,NA,NA,NA,NA,5.02816600160183,7.18979280092029,3.87839937090585,4.01630583297935
FLJ42627,NA,human-specific,NA,NA,NA,NA,NA,1.4199704434929596,2.6751183390094,1.3179512840503,0.266841707419179
FLJ43315,NA,human-specific,NA,NA,NA,NA,NA,0.18956702892837166,0.374147216759722,0,0.194553870025393
FLJ45513,NA,human-specific,NA,NA,NA,NA,NA,3.6073559177036336,3.23053915948665,4.42379787456709,3.16773071905716
FLJ46284,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
FLJ46875,NA,human-specific,NA,NA,NA,NA,NA,3.43094744614451,4.58948974647396,3.11060993818451,2.59274265377506
FLNA,Flna,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,117.96853283740406,218.325618373684,105.657082643835,29.9228974946932
FLNB,Flnb,one-to-one,NA,NA,High,Enhanced,glandular cells,67.4194895303012,77.0236669038711,84.8852935825663,40.3495081044662
FLNB-AS1,NA,human-specific,NA,NA,NA,NA,NA,3.81732849445661,4.46313746092216,4.31398299329775,2.67486502914992
FLNC,Flnc,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,4.4333945815579865,10.7758104656364,2.20901951363737,0.315353765400188
FLNC-AS1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
FLOT1,Flot1,one-to-one,NA,NA,Medium,Enhanced,glandular cells,0.08746184547242775,0.134611835800094,0.0992563271458236,0.0285173734713656
FLOT1_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
FLOT1_2,NA,human-specific,NA,NA,NA,NA,NA,0.38055076793551823,0.985606200053562,0.0991007529653442,0.0569453507876485
FLOT1_3,NA,human-specific,NA,NA,NA,NA,NA,0.24691472272474677,0.448002818206165,0.264268674574251,0.0284726753938243
FLOT1_4,NA,human-specific,NA,NA,NA,NA,NA,0.056015799885899435,0.0967261583808911,0.0713212412768072,0
FLOT1_5,NA,human-specific,NA,NA,NA,NA,NA,0.07704199407426766,0.231125982222803,0,0
FLOT1_6,NA,human-specific,NA,NA,NA,NA,NA,0.32375532431971266,0.321668904519089,0.474366519553298,0.175230548886751
FLOT1_7,NA,human-specific,NA,NA,NA,NA,NA,0.14933427273538832,0.448002818206165,0,0
FLOT2,Flot2,one-to-one,NA,NA,Medium,Supported,glandular cells,21.98982357643273,27.1100827475566,25.3217460285091,13.5376419532325
FLRT1,Flrt1,one-to-one,NA,NA,Not detected,Uncertain,glandular cells,1.535189803403605,2.07486556331072,2.08110316918233,0.449600677717765
FLRT2,Flrt2,one-to-one,Intracellular and membrane,Developmental protein,NA,NA,NA,0.9606007446795193,1.7421349853754,0.723124153304644,0.416543095358514
FLRT2-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.09751393049925117,0.171250834759663,0.0901944085476314,0.0310965481904591
FLRT3,Flrt3,one-to-one,Intracellular and membrane,Developmental protein,Low,Enhanced,glandular cells,1.7481191993377883,3.49465910417721,1.1824251449436,0.567273348892555
FLT1,Flt1,one-to-one,Secreted to blood,Receptor,Not detected,Enhanced,glandular cells,4.436579384393901,7.60584874399796,4.03516034785982,1.66872906132392
FLT3,Flt3,one-to-one,NA,NA,NA,NA,NA,0.7560990990422244,1.04745741548207,0.711768905010494,0.509070976634109
FLT3LG,Flt3l,one-to-one,Secreted to blood,Cytokine,NA,NA,NA,1.5393223810270873,2.18676615174171,2.05216675151419,0.379034239825361
FLT4,Flt4,one-to-one,Secreted to blood,Receptor,Medium,Approved,glandular cells,1.2779277000129954,2.33774938027527,1.17147687332776,0.324556846435956
FLVCR1,Flvcr1,one-to-one,NA,NA,Low,Approved,glandular cells,2.630892676649433,3.01234571002286,2.63058994021623,2.24974237970921
FLVCR1-DT,NA,human-specific,NA,NA,NA,NA,NA,0.6279430908806786,1.36540986313153,0.402715161731781,0.115704247778725
FLVCR2,Flvcr2,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,4.089350452338767,5.42561086701537,3.54094408225984,3.30149640774109
FLVCR2-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.0365712895606304,0,0.0589247720334479,0.0507890966484433
FLYWCH1,Flywch1,one-to-one,NA,NA,High,Approved,glandular cells,4.430819980916053,5.26807396297653,5.5117807100808,2.51260526969083
FLYWCH2,Flywch2,one-to-one,NA,NA,NA,NA,NA,13.202621205438033,13.2247757290769,14.6794017493608,11.7036861378764
FMC1,Fmc1,one-to-many (mouse-to-human),NA,NA,Medium,Approved,glandular cells,0.5874426373461947,1.09232789050522,0.453054556948254,0.21694546458511
FMC1-LUC7L2,Fmc1,one-to-many (mouse-to-human),NA,NA,Medium,Approved,glandular cells,0,0,0,0
FMN1,Fmn1,one-to-one,NA,NA,Low,Supported,glandular cells,1.0625896785244862,1.83754653213273,0.733342498575491,0.616880004865237
FMN1_1,NA,human-specific,NA,NA,NA,NA,NA,0.03436411363348083,0.0776466097838756,0.0254457311165669,0
FMN1_2,NA,human-specific,NA,NA,NA,NA,NA,0.003971917984313966,0,0,0.0119157539529419
FMN1_3,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
FMN2,Fmn2,one-to-one,NA,NA,NA,NA,NA,0.06277235205207514,0.0376292877255776,0.138730181880175,0.0119575865504728
FMNL1,Fmnl1,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,6.515691615555471,7.88287986532971,8.6555087821023,3.0086861992344
FMNL1-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.8110902728620871,0.990616213085258,0.964171558656357,0.478483046844646
FMNL1-DT,NA,human-specific,NA,NA,NA,NA,NA,2.9659013155794436,3.86068021016241,3.74563272463801,1.29139101193791
FMNL2,Fmnl2,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,10.616071591230837,16.8045444030256,10.4299513672455,4.61371900342141
FMNL3,Fmnl3,one-to-one,NA,NA,Not detected,Uncertain,glandular cells,3.630509988501837,7.03350261685508,3.09813770916564,0.75988963948479
FMO1,Fmo1,one-to-one,NA,NA,Not detected,Approved,glandular cells,3.201471747451887,5.44157330891295,2.59747244094937,1.56536949249334
FMO2,Fmo2,one-to-one,NA,NA,Medium,Approved,glandular cells,12.927128540738096,21.4894466569055,10.5555840262322,6.73635493907659
FMO3,Fmo3,one-to-one,NA,NA,Low,Enhanced,glandular cells,1.309697239361701,2.26899626386738,1.42334043536244,0.236755018855283
FMO4,Fmo4,one-to-one,NA,NA,High,Approved,glandular cells,1.0059546569323714,1.28943969029564,1.19726735356405,0.531156926937424
FMO5,Fmo5,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,14.2903996865166,19.5476005120558,11.6469463879797,11.6766521595143
FMO6P,Fmo6,one-to-one,NA,NA,NA,NA,NA,4.593998584616584,7.86861608654526,3.45141107080433,2.46196859650016
FMO9P,NA,human-specific,NA,NA,NA,NA,NA,0.0266357285942227,0,0,0.0799071857826681
FMOD,Fmod,one-to-one,Secreted to extracellular matrix,No annotated function,NA,NA,NA,51.68866623652587,31.2918290718427,49.9988459700251,73.7753236677098
FMR1,Fmr1,one-to-one,NA,NA,Medium,Approved,glandular cells,11.59351242578097,15.369331359178,12.4288544882053,6.98235142995961
FMR1-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.07204787633126904,0.0718456132422789,0.0529755177141932,0.091322498037335
FMR1NB,Fmr1nb,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.02827159228640287,0.0848147768592086,0,0
FN1,Fn1,one-to-one,Secreted to blood,Acute phase,Low,Enhanced,glandular cells,224.7233660090321,642.082594212003,26.2760483906091,5.81145542448426
FN1-DT,NA,human-specific,NA,NA,NA,NA,NA,0.019048703633157835,0.0571461108994735,0,0
FN3K,Fn3k,one-to-one,NA,NA,Not detected,Supported,glandular cells,5.490469408092586,5.29383028628913,7.85222290581256,3.32535503217607
FN3KRP,Fn3krp,one-to-one,NA,NA,Not detected,Approved,glandular cells,9.057729391843239,11.3011123215372,9.50015392555059,6.37192192844193
FNBP1,Fnbp1,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,10.689033219785975,16.0898462517884,11.7205991903382,4.25665421723132
FNBP1L,Fnbp1l,one-to-one,NA,NA,Medium,Approved,glandular cells,31.948605320337666,37.9119751979012,33.3167054361603,24.6171353269515
FNBP4,Fnbp4,one-to-one,NA,NA,Not detected,Supported,glandular cells,0.8484958469792433,1.35881280306587,0.721665212806364,0.465009525065496
FNBP4_1,NA,human-specific,NA,NA,NA,NA,NA,0.0109976643124224,0.0145273594925303,0,0.0184656334447369
FNDC1,Fndc1,one-to-one,Secreted to extracellular matrix,No annotated function,Medium,Approved,glandular cells,1.7422631410035645,3.94167219926735,0.627628012442398,0.657489211300946
FNDC1-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.09175484348887526,0.208886088683703,0,0.0663784417829228
FNDC1-IT1,NA,human-specific,NA,NA,NA,NA,NA,0.076637915626533007,0,0.229913746879599,0
FNDC10,Fndc10 | Fndc10l,one-to-many (human-to-mouse),NA,NA,NA,NA,NA,0.6295119945466486,0.847788383944378,0.476280831577323,0.564466768118245
FNDC11,Fndc11,one-to-one,NA,NA,NA,NA,NA,0.24247951759926112,0.230118052746488,0.424195104943909,0.0731253951073863
FNDC3A,Fndc3a,one-to-one,NA,NA,Medium,Approved,glandular cells,66.98050863438124,79.005732791064,71.7605133281892,50.1752797838905
FNDC3B,Fndc3b,one-to-one,NA,NA,NA,NA,NA,24.655158932827163,29.8685532561223,24.1772537251245,19.9196698172347
FNDC4,Fndc4,one-to-one,Intracellular and membrane,No annotated function,Medium,Uncertain,glandular cells,2.791308438407403,4.67166945789887,1.14822184660139,2.55403401072195
FNDC5,Fndc5,one-to-one,Intracellular and membrane,Hormone,Not detected,Enhanced,glandular cells,7.467360572279406,7.64579660546724,8.62001631636231,6.13626879500867
FNDC7,Fndc7,one-to-one,Secreted in male reproductive system,No annotated function,Not detected,Enhanced,glandular cells,0.037156349902793734,0,0.040923158829702,0.0705458908786792
FNDC8,Fndc8,one-to-one,NA,NA,Not detected,Supported,glandular cells,0.05571799297660257,0.126845768350089,0,0.0403082105797187
FNDC9,Fndc9,one-to-one,NA,NA,NA,NA,NA,0.43968667983597864,0.658648022311358,0.42494859600886,0.23546342118771799
FNIP1,Fnip1,one-to-one,NA,NA,High,Approved,glandular cells,18.012311512592934,21.7930940741076,18.3688385332522,13.875001930419
FNIP2,Fnip2,one-to-one,NA,NA,Medium,Approved,glandular cells,9.968925475721816,13.8356370448213,9.79943940509196,6.27169997725219
FNTA,Fnta,one-to-one,NA,NA,Medium,Approved,glandular cells,29.068984906976834,37.7557532831556,29.28055696613,20.1706444716449
FNTB,Fntb,one-to-many (mouse-to-human),NA,NA,Not detected,Uncertain,glandular cells,0,0,0,0
FOCAD,Focad,one-to-one,NA,NA,Medium,Approved,glandular cells,7.07932648518603,9.17595735326619,6.40622982445499,5.65579227783691
FOCAD-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.18496592529646136,0.40542666385182,0.149471112037564,0
FOLH1,Folh1,one-to-many (mouse-to-human),Intracellular and membrane,Enzyme,Low,Enhanced,glandular cells,31.59767475445013,32.9888718589227,33.2400236292886,28.5641287751391
FOLH1B,Folh1,one-to-many (mouse-to-human),NA,NA,NA,NA,NA,2.0054649001537106,2.91105655492605,2.58839490371191,0.516943241823172
FOLR1,Folr1,one-to-one,Secreted to blood,Receptor,NA,NA,NA,84.17337901744042,78.0241378774019,102.568368466622,71.9276307082974
FOLR2,Folr2,one-to-many (mouse-to-human),Secreted to blood,Receptor,NA,NA,NA,7.086736927201591,15.9686713445298,3.11678847002273,2.17475096705224
FOLR3,Folr2,one-to-many (mouse-to-human),Secreted to blood,Receptor,NA,NA,NA,0.043143145951477,0,0.129429437854431,0
FOS,Fos,one-to-one,NA,NA,Low,Approved,glandular cells,477.9300429314923,690.179642023724,362.288990686607,381.321496084146
FOSB,Fosb,one-to-one,NA,NA,Medium,Approved,glandular cells,79.93592203475913,135.742646538344,55.6893727955054,48.375746770428
FOSL1,Fosl1,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.7304626258682884,1.61613940719607,0.340475392524984,0.234773077883811
FOSL2,Fosl2,one-to-one,NA,NA,Low,Supported,glandular cells,20.625367628944247,35.5113144542282,17.6207384497778,8.74404998282674
FOSL2-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.95030920625486,0.812347004886252,1.33107958719768,0.707501026680648
FOXA1,Foxa1,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,23.6683585418632,21.0154049267619,30.6851967818148,19.3044739170129
FOXA2,Foxa2,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.05608481406731766,0,0.168254442201953,0
FOXA3,Foxa3,one-to-one,NA,NA,Medium,Uncertain,glandular cells,2.3720066111549833,1.60526189213092,2.76183440089377,2.74892354044026
FOXB1,Foxb1,one-to-one,NA,NA,NA,NA,NA,0,0,0,0
FOXB2,Foxb2,one-to-one,NA,NA,Not detected,Approved,glandular cells,0,0,0,0
FOXC1,Foxc1,one-to-one,NA,NA,NA,NA,NA,42.355326680361664,48.2882700187427,53.5748672665396,25.2028427558027
FOXC2,Foxc2,one-to-one,NA,NA,NA,NA,NA,0.43034278888049937,0.56179553403053,0.654064969571272,0.0751678630396961
FOXC2-AS1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
FOXCUT,NA,human-specific,NA,NA,NA,NA,NA,5.287042945305553,5.7448857665653,7.64834036998665,2.46790269936471
FOXD1,Foxd1,one-to-one,NA,NA,NA,NA,NA,0.18167119689601866,0.307217219204594,0.151018185649418,0.086778185834044
FOXD2,Foxd2,one-to-one,NA,NA,NA,NA,NA,0.3296865910040448,0.518113229031178,0.429785893902573,0.0411606500783834
FOXD2-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.05715253128783817,0.034176061938884,0.0503995858046151,0.0868819461200154
FOXD3,Foxd3,one-to-one,NA,NA,NA,NA,NA,0.10230277431069444,0.0669381259989539,0.197427885688961,0.0425423112441684
FOXD3-AS1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
FOXD4,Foxd4,one-to-many (mouse-to-human),NA,NA,NA,NA,NA,0.0840690998553249,0,0.202370353334809,0.0498369462311657
